@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute outputs-1 {0,1,2,3}

@data
2475,'2022/02/21 23:54:03:220',9,0.687863,0.640363,0.760687,0.639581,0.797365,0.538155,0.724382,0.674504,0.720263,0.660762,0.748851,0.500013,3
2476,'2022/02/21 23:54:03:319',9,0.662894,0.652727,0.747492,0.653449,0.77449,0.554629,0.705906,0.679528,0.700316,0.668926,0.7187,0.515685,3
2477,'2022/02/21 23:54:03:418',9,0.632155,0.647526,0.723178,0.640739,0.742717,0.532046,0.678161,0.659322,0.66778,0.653676,0.677365,0.500178,3
2478,'2022/02/21 23:54:03:518',9,0.600056,0.644348,0.6908,0.615795,0.694508,0.498856,0.633314,0.629122,0.620573,0.627989,0.63514,0.499113,3
2479,'2022/02/21 23:54:03:779',9,0.485505,0.63154,0.578597,0.570836,0.562755,0.449112,0.513367,0.613588,0.510017,0.614623,0.500553,0.466394,3
2480,'2022/02/21 23:54:03:879',9,0.463712,0.650763,0.542713,0.578684,0.528121,0.46443,0.483122,0.621831,0.469515,0.611989,0.461972,0.462967,3
2481,'2022/02/21 23:54:03:985',9,0.433644,0.651788,0.509818,0.56848,0.489335,0.460587,0.448355,0.616985,0.435491,0.607793,0.430229,0.459163,3
2482,'2022/02/21 23:54:04:077',9,0.411965,0.623103,0.487481,0.540946,0.463777,0.431316,0.417733,0.591538,0.408612,0.580547,0.405399,0.43021,3
2483,'2022/02/21 23:54:04:177',9,0.397313,0.595464,0.471184,0.516883,0.448675,0.402845,0.402689,0.561882,0.393831,0.548155,0.389496,0.402679,3
2484,'2022/02/21 23:54:04:277',9,0.386359,0.576556,0.456049,0.491667,0.432825,0.378676,0.385212,0.541289,0.377591,0.527701,0.373478,0.384865,3
2485,'2022/02/21 23:54:04:377',9,0.372777,0.565164,0.444044,0.479652,0.418265,0.366128,0.371193,0.525337,0.364319,0.509123,0.357208,0.377533,3
2486,'2022/02/21 23:54:04:476',9,0.354027,0.549646,0.424969,0.458143,0.403503,0.347933,0.353389,0.503,0.345362,0.485426,0.339274,0.357596,3
2487,'2022/02/21 23:54:04:576',9,0.336468,0.535278,0.40851,0.453675,0.388942,0.337022,0.338438,0.487327,0.331522,0.470894,0.327395,0.346073,3
2488,'2022/02/21 23:54:04:677',9,0.32109,0.523997,0.396516,0.451177,0.382353,0.334667,0.325966,0.476425,0.318787,0.459463,0.320256,0.336524,3
2489,'2022/02/21 23:54:04:776',9,0.303798,0.513402,0.381994,0.44709,0.370719,0.330072,0.308994,0.464076,0.303571,0.450189,0.308792,0.32341,3
2490,'2022/02/21 23:54:04:869',9,0.288922,0.489526,0.368212,0.425089,0.361461,0.31046,0.297746,0.436408,0.291105,0.423561,0.300483,0.300139,3
2491,'2022/02/21 23:54:04:969',9,0.279445,0.462247,0.359142,0.398566,0.353953,0.285738,0.290892,0.407776,0.284428,0.392685,0.293209,0.272209,3
2492,'2022/02/21 23:54:05:068',9,0.273721,0.441236,0.354939,0.379389,0.347654,0.26627,0.282897,0.387454,0.277863,0.370379,0.28721,0.251785,3
2493,'2022/02/21 23:54:05:167',9,0.272964,0.425856,0.352732,0.369133,0.347065,0.253103,0.282331,0.370388,0.276328,0.358049,0.28646,0.234807,3
2494,'2022/02/21 23:54:05:266',9,0.276572,0.413402,0.358513,0.355144,0.352158,0.242121,0.289177,0.359666,0.282841,0.342861,0.291183,0.220022,3
2495,'2022/02/21 23:54:05:404',9,0.276406,0.411936,0.359765,0.355818,0.354465,0.240976,0.289865,0.357637,0.283998,0.339194,0.291871,0.215187,3
2496,'2022/02/21 23:54:05:499',9,0.275513,0.413986,0.356576,0.352258,0.35064,0.237314,0.287436,0.359946,0.281291,0.345004,0.287739,0.216799,3
2497,'2022/02/21 23:54:05:598',9,0.2832,0.415362,0.360761,0.348137,0.349246,0.233407,0.293431,0.362808,0.285675,0.350758,0.285928,0.220917,3
2498,'2022/02/21 23:54:05:697',9,0.29805,0.423829,0.374045,0.34657,0.361888,0.233949,0.305854,0.371107,0.299337,0.356969,0.299991,0.228091,3
2499,'2022/02/21 23:54:05:797',9,0.318441,0.430102,0.393692,0.353832,0.376513,0.238104,0.325638,0.373715,0.317338,0.366127,0.317335,0.234894,3
2500,'2022/02/21 23:54:05:896',9,0.340478,0.443451,0.416091,0.366436,0.403002,0.25019,0.346452,0.390265,0.338905,0.378684,0.340983,0.246316,3
2501,'2022/02/21 23:54:05:995',9,0.362596,0.446672,0.439407,0.365645,0.425873,0.247829,0.373671,0.392741,0.364755,0.373283,0.362109,0.249487,3
2502,'2022/02/21 23:54:06:094',9,0.388389,0.446374,0.467849,0.361798,0.454212,0.244006,0.401756,0.393168,0.392012,0.376446,0.386175,0.24471,3
2503,'2022/02/21 23:54:06:194',9,0.413287,0.443649,0.491881,0.360227,0.477312,0.240752,0.429237,0.392671,0.419114,0.377617,0.411585,0.238734,3
2504,'2022/02/21 23:54:06:294',9,0.434996,0.442237,0.513133,0.359755,0.501695,0.236099,0.454441,0.39354,0.445329,0.374602,0.434732,0.237393,3
2505,'2022/02/21 23:54:06:387',9,0.455976,0.43273,0.531501,0.343404,0.524482,0.228542,0.479787,0.380169,0.467288,0.364987,0.45756,0.222503,3
2506,'2022/02/21 23:54:06:487',9,0.475174,0.423628,0.555259,0.334807,0.54199,0.217037,0.498529,0.369349,0.488488,0.352716,0.474051,0.21106,3
2507,'2022/02/21 23:54:06:586',9,0.492539,0.417266,0.570646,0.328693,0.560414,0.205729,0.517201,0.370166,0.506274,0.350883,0.494425,0.199478,3
2508,'2022/02/21 23:54:06:685',9,0.5065,0.409808,0.585159,0.322265,0.577656,0.198485,0.534306,0.361864,0.523052,0.342249,0.51169,0.190365,3
2509,'2022/02/21 23:54:06:784',9,0.520064,0.397308,0.595881,0.322713,0.594418,0.188064,0.549152,0.34977,0.53979,0.326505,0.528688,0.174837,3
2510,'2022/02/21 23:54:06:884',9,0.536742,0.382129,0.620554,0.295678,0.612913,0.174131,0.569665,0.331281,0.558225,0.311558,0.546063,0.158456,3
2511,'2022/02/21 23:54:06:983',9,0.560847,0.377954,0.641508,0.2941,0.6365,0.169612,0.596075,0.327329,0.583109,0.311598,0.568833,0.151333,3
2512,'2022/02/21 23:54:07:083',9,0.581238,0.383924,0.665726,0.30214,0.65777,0.170063,0.621943,0.333488,0.609456,0.316273,0.592645,0.155729,3
2513,'2022/02/21 23:54:07:182',9,0.608039,0.392017,0.68617,0.308496,0.680996,0.180444,0.647366,0.342452,0.635505,0.326486,0.621422,0.165945,3
2514,'2022/02/21 23:54:07:282',9,0.627378,0.393966,0.703871,0.307885,0.699321,0.183189,0.668135,0.34105,0.65748,0.327289,0.641083,0.16959,3
2515,'2022/02/21 23:54:07:381',9,0.644153,0.394259,0.716669,0.304934,0.71204,0.181755,0.685975,0.33951,0.676022,0.328573,0.655471,0.170541,3
2516,'2022/02/21 23:54:07:481',9,0.657062,0.395309,0.728619,0.303559,0.722645,0.184609,0.700877,0.341048,0.692143,0.329205,0.669066,0.173231,3
2517,'2022/02/21 23:54:07:580',9,0.669043,0.395871,0.736717,0.305428,0.732218,0.185659,0.710895,0.34325,0.703968,0.332733,0.680413,0.176417,3
2518,'2022/02/21 23:54:07:679',9,0.678266,0.393867,0.74778,0.301475,0.74114,0.178173,0.719613,0.341216,0.713648,0.333122,0.690401,0.171771,3
2519,'2022/02/21 23:54:07:778',9,0.682451,0.393695,0.753431,0.295776,0.74671,0.172686,0.726699,0.34154,0.719106,0.331625,0.693431,0.170754,3
2520,'2022/02/21 23:54:07:877',9,0.682745,0.398292,0.754131,0.304859,0.748028,0.179213,0.726548,0.342955,0.719535,0.335175,0.693597,0.17882,3
2521,'2022/02/21 23:54:07:976',9,0.672468,0.405837,0.746247,0.311255,0.74174,0.18759,0.717446,0.349239,0.707402,0.340061,0.684072,0.182365,3
2522,'2022/02/21 23:54:08:070',9,0.657242,0.411438,0.730332,0.315597,0.724794,0.192451,0.699501,0.354928,0.690011,0.346155,0.666532,0.191565,3
2523,'2022/02/21 23:54:08:170',9,0.645787,0.416823,0.717228,0.317123,0.710148,0.19371,0.685935,0.362872,0.675549,0.352769,0.651823,0.199318,3
2524,'2022/02/21 23:54:08:269',9,0.634549,0.415296,0.707207,0.312537,0.700406,0.191077,0.675809,0.360003,0.66586,0.349925,0.640489,0.19497,3
2525,'2022/02/21 23:54:08:368',9,0.618455,0.41551,0.692735,0.314215,0.686665,0.188839,0.658757,0.359445,0.646735,0.348597,0.623745,0.191192,3
2526,'2022/02/21 23:54:08:466',9,0.599181,0.424138,0.674264,0.329768,0.670063,0.204001,0.636058,0.36897,0.624887,0.357474,0.602491,0.20168,3
2527,'2022/02/21 23:54:08:564',9,0.578316,0.421586,0.653099,0.332923,0.649925,0.20164,0.611799,0.364682,0.599166,0.352566,0.57975,0.198088,3
2528,'2022/02/21 23:54:08:710',9,0.554831,0.416548,0.634665,0.332063,0.627767,0.196819,0.589233,0.366773,0.575433,0.351801,0.556849,0.196557,3
2529,'2022/02/21 23:54:08:798',9,0.535119,0.415316,0.61364,0.324484,0.606703,0.196445,0.570209,0.363162,0.552469,0.347178,0.534072,0.193113,3
2530,'2022/02/21 23:54:08:898',9,0.508209,0.413129,0.589622,0.32299,0.585346,0.192822,0.535611,0.357648,0.522024,0.343403,0.509506,0.189769,3
2531,'2022/02/21 23:54:08:997',9,0.481873,0.408654,0.565953,0.327746,0.560131,0.191046,0.509484,0.351758,0.495903,0.33688,0.484887,0.186713,3
2532,'2022/02/21 23:54:09:095',9,0.45995,0.406172,0.548615,0.330294,0.539612,0.195707,0.482851,0.352793,0.471492,0.338641,0.464414,0.190183,3
2533,'2022/02/21 23:54:09:194',9,0.441021,0.403249,0.531809,0.331158,0.52084,0.200244,0.461453,0.351176,0.451308,0.336352,0.446861,0.194536,3
2534,'2022/02/21 23:54:09:293',9,0.423191,0.397007,0.511722,0.333373,0.503337,0.198695,0.441946,0.34495,0.432447,0.332227,0.430691,0.190045,3
2535,'2022/02/21 23:54:09:392',9,0.406881,0.393038,0.500091,0.33504,0.489879,0.199896,0.425866,0.341921,0.417331,0.326733,0.417158,0.189002,3
2536,'2022/02/21 23:54:09:491',9,0.3915,0.39126,0.482918,0.341079,0.47516,0.204155,0.410012,0.340085,0.401556,0.326423,0.402249,0.189391,3
2537,'2022/02/21 23:54:09:590',9,0.374899,0.390801,0.467345,0.338435,0.458467,0.204008,0.390308,0.33704,0.382389,0.320805,0.385823,0.189433,3
2538,'2022/02/21 23:54:09:689',9,0.357253,0.388342,0.448608,0.338255,0.441167,0.202401,0.369958,0.328717,0.363046,0.316973,0.368509,0.188264,3
2539,'2022/02/21 23:54:09:789',9,0.337982,0.38755,0.428255,0.340249,0.422559,0.204803,0.349078,0.332778,0.342633,0.315454,0.349686,0.190188,3
2540,'2022/02/21 23:54:09:887',9,0.315786,0.384471,0.40673,0.34203,0.401619,0.206387,0.329312,0.335742,0.322283,0.319583,0.329982,0.190108,3
2541,'2022/02/21 23:54:09:986',9,0.293559,0.378092,0.383971,0.332241,0.377794,0.201689,0.309349,0.326135,0.300029,0.315538,0.307503,0.187526,3
2542,'2022/02/21 23:54:10:086',9,0.276486,0.368265,0.362941,0.311792,0.355055,0.185294,0.288589,0.311315,0.278692,0.301299,0.284947,0.174255,3
2543,'2022/02/21 23:54:10:185',9,0.261474,0.357749,0.347964,0.302617,0.339255,0.178743,0.270863,0.301587,0.262588,0.290921,0.269432,0.165698,3
2544,'2022/02/21 23:54:10:284',9,0.248392,0.357431,0.334011,0.297246,0.323652,0.174057,0.256168,0.304143,0.248799,0.291581,0.25371,0.162012,3
2545,'2022/02/21 23:54:10:383',9,0.241198,0.361595,0.322534,0.296538,0.309307,0.172619,0.248522,0.309005,0.239968,0.297129,0.239396,0.166536,3
2546,'2022/02/21 23:54:10:483',9,0.238215,0.368885,0.317503,0.297941,0.305513,0.178261,0.244431,0.314679,0.237269,0.297655,0.235814,0.171556,3
2547,'2022/02/21 23:54:10:583',9,0.237504,0.368691,0.31583,0.304495,0.306265,0.182158,0.244864,0.314744,0.237198,0.303444,0.234608,0.173427,3
2548,'2022/02/21 23:54:10:682',9,0.23137,0.366374,0.308171,0.302178,0.298643,0.182823,0.238618,0.308691,0.230625,0.297337,0.230209,0.177549,3
2549,'2022/02/21 23:54:10:781',9,0.227645,0.365993,0.301948,0.299467,0.291757,0.181863,0.233382,0.310996,0.225971,0.301232,0.224259,0.178596,3
2550,'2022/02/21 23:54:10:881',9,0.228716,0.36465,0.300638,0.295721,0.290966,0.17932,0.234357,0.313741,0.227307,0.299663,0.223437,0.175894,3
2551,'2022/02/21 23:54:10:980',9,0.233191,0.356046,0.307199,0.287598,0.293743,0.173735,0.240542,0.302989,0.232055,0.288353,0.226222,0.17147,3
2552,'2022/02/21 23:54:11:073',9,0.242592,0.348855,0.314462,0.275678,0.30107,0.167739,0.250529,0.295343,0.241398,0.283624,0.234172,0.168295,3
2553,'2022/02/21 23:54:11:178',9,0.255797,0.348119,0.323647,0.273986,0.312404,0.169834,0.264127,0.291766,0.25666,0.281703,0.247745,0.169662,3
2554,'2022/02/21 23:54:11:277',9,0.267958,0.349253,0.338541,0.277451,0.324807,0.178325,0.277398,0.296893,0.270063,0.286902,0.262465,0.174267,3
2555,'2022/02/21 23:54:11:370',9,0.279637,0.348982,0.347265,0.280404,0.334895,0.182815,0.291687,0.297204,0.283777,0.287539,0.27449,0.180992,3
2556,'2022/02/21 23:54:11:470',9,0.289608,0.34975,0.353482,0.282867,0.342733,0.189909,0.300418,0.302105,0.292927,0.291678,0.284535,0.187193,3
2557,'2022/02/21 23:54:11:569',9,0.299208,0.350521,0.360773,0.285476,0.350514,0.194867,0.309038,0.303038,0.302764,0.293052,0.294337,0.194189,3
2558,'2022/02/21 23:54:11:668',9,0.308125,0.349829,0.366971,0.287819,0.357194,0.20097,0.319331,0.305646,0.312648,0.296856,0.302388,0.199379,3
2559,'2022/02/21 23:54:11:773',9,0.316085,0.343845,0.371044,0.284544,0.361141,0.198587,0.327444,0.304315,0.319905,0.296131,0.309312,0.199623,3
2560,'2022/02/21 23:54:11:866',9,0.321027,0.334235,0.373715,0.269622,0.362125,0.189818,0.330837,0.291289,0.322773,0.282475,0.310636,0.193488,3
2561,'2022/02/21 23:54:11:977',9,0.325879,0.329779,0.376309,0.265304,0.3634,0.185441,0.334893,0.288271,0.327572,0.280662,0.31372,0.192229,3
2562,'2022/02/21 23:54:12:069',9,0.332853,0.329052,0.381752,0.26813,0.371607,0.189828,0.344012,0.289701,0.337078,0.283253,0.324007,0.193886,3
2563,'2022/02/21 23:54:12:163',9,0.337512,0.331205,0.384705,0.270221,0.375555,0.196054,0.348675,0.292871,0.34198,0.284179,0.329448,0.199456,3
2564,'2022/02/21 23:54:12:263',9,0.340605,0.336259,0.387023,0.277595,0.37861,0.20445,0.351678,0.297496,0.34536,0.289278,0.333489,0.205524,3
2565,'2022/02/21 23:54:12:362',9,0.343425,0.337022,0.389086,0.280922,0.381248,0.209221,0.354017,0.300577,0.347654,0.292812,0.336943,0.210524,3
2566,'2022/02/21 23:54:12:461',9,0.346497,0.330666,0.392621,0.279833,0.38609,0.209068,0.356588,0.296885,0.35136,0.287947,0.342661,0.206465,3
2567,'2022/02/21 23:54:12:561',9,0.34367,0.327223,0.391785,0.282867,0.387912,0.211462,0.354831,0.294639,0.349876,0.285895,0.344497,0.204929,3
2568,'2022/02/21 23:54:12:660',9,0.331987,0.325139,0.385232,0.29653,0.385396,0.224452,0.344175,0.294392,0.339049,0.283884,0.343808,0.207989,3
2569,'2022/02/21 23:54:12:760',9,0.314884,0.323073,0.367993,0.302018,0.370224,0.229694,0.324658,0.298354,0.320545,0.290206,0.328446,0.212979,3
2570,'2022/02/21 23:54:12:859',9,0.295185,0.320698,0.347871,0.300942,0.34598,0.230417,0.30126,0.302327,0.297589,0.295495,0.305787,0.218785,3
2571,'2022/02/21 23:54:12:959',9,0.282086,0.325763,0.324261,0.299816,0.321926,0.233751,0.27862,0.311388,0.275801,0.300531,0.283356,0.227913,3
2572,'2022/02/21 23:54:13:058',9,0.26439,0.332721,0.303727,0.296577,0.299549,0.231257,0.261268,0.312252,0.258763,0.303319,0.263807,0.239108,3
2573,'2022/02/21 23:54:13:157',9,0.248236,0.339611,0.290392,0.295991,0.28286,0.230707,0.24729,0.309342,0.24305,0.301909,0.249194,0.237497,3
2574,'2022/02/21 23:54:13:256',9,0.232542,0.341514,0.273928,0.295122,0.2677,0.22816,0.230875,0.307835,0.227067,0.302853,0.235031,0.227132,3
2575,'2022/02/21 23:54:13:356',9,0.220386,0.328548,0.255292,0.270566,0.250941,0.213721,0.213435,0.290061,0.214352,0.290297,0.223224,0.223271,3
2576,'2022/02/21 23:54:13:455',9,0.209364,0.305039,0.244154,0.240073,0.234816,0.18121,0.200862,0.263011,0.200751,0.260326,0.203625,0.201345,3
2577,'2022/02/21 23:54:13:547',9,0.201029,0.283271,0.238395,0.216187,0.221123,0.154861,0.193176,0.242106,0.189363,0.23951,0.185237,0.189512,3
2578,'2022/02/21 23:54:13:648',9,0.196634,0.274842,0.237016,0.203786,0.214497,0.133941,0.192268,0.235534,0.186083,0.233605,0.169291,0.169383,3
2579,'2022/02/21 23:54:13:748',9,0.194561,0.267276,0.237145,0.196421,0.213013,0.121133,0.188266,0.228648,0.181044,0.222169,0.159714,0.148312,3
2580,'2022/02/21 23:54:13:847',9,0.189456,0.254806,0.23394,0.185689,0.211111,0.107863,0.183814,0.215209,0.176756,0.209754,0.157041,0.132585,3
2581,'2022/02/21 23:54:13:946',9,0.180152,0.242914,0.224348,0.17328,0.201346,0.096314,0.174542,0.20214,0.167933,0.199104,0.149212,0.122406,3
2582,'2022/02/21 23:54:14:045',9,0.168093,0.243458,0.213515,0.172571,0.189503,0.094751,0.16375,0.201559,0.15671,0.197141,0.138731,0.123268,3
2583,'2022/02/21 23:54:14:144',9,0.153211,0.253577,0.198904,0.176554,0.172728,0.102784,0.148212,0.211061,0.141688,0.208729,0.121898,0.135782,3
2584,'2022/02/21 23:54:14:244',9,0.138106,0.267261,0.180378,0.188252,0.15198,0.118553,0.133064,0.225962,0.126686,0.225953,0.106266,0.155811,3
2585,'2022/02/21 23:54:14:343',9,0.126041,0.283737,0.165336,0.200534,0.135069,0.135328,0.118558,0.242548,0.111354,0.241485,0.089712,0.176268,3
2586,'2022/02/21 23:54:14:442',9,0.120589,0.299657,0.155846,0.215394,0.125207,0.14902,0.11086,0.259317,0.104805,0.255461,0.080597,0.188767,3
2587,'2022/02/21 23:54:14:542',9,0.12053,0.320639,0.151709,0.230857,0.119804,0.167441,0.108087,0.277915,0.100898,0.277129,0.075249,0.211937,3
2588,'2022/02/21 23:54:14:642',9,0.122341,0.347615,0.154291,0.265604,0.120646,0.204336,0.11323,0.325445,0.105528,0.323181,0.077269,0.252667,3
2589,'2022/02/21 23:54:14:762',9,0.115781,0.346869,0.162691,0.329673,0.132432,0.275802,0.12082,0.38813,0.110292,0.382468,0.09018,0.307166,3
2590,'2022/02/21 23:54:14:904',9,0.128235,0.522778,0.170459,0.447312,0.1499,0.373772,0.121771,0.491792,0.117235,0.49153,0.098932,0.398118,3
2591,'2022/02/21 23:54:15:004',9,0.127154,0.547963,0.173718,0.498294,0.156256,0.427511,0.124462,0.539747,0.117902,0.534988,0.104965,0.443472,3
2592,'2022/02/21 23:54:15:124',9,0.136837,0.584109,0.159687,0.543882,0.163256,0.471467,0.129192,0.580284,0.122686,0.575137,0.114672,0.488359,3
2593,'2022/02/21 23:54:15:181',9,0.139725,0.599637,0.171835,0.591128,0.167823,0.512345,0.138732,0.621009,0.130462,0.61369,0.118157,0.523906,3
2594,'2022/02/21 23:54:15:311',9,0.146193,0.640066,0.175372,0.608702,0.166778,0.529126,0.136874,0.636684,0.131299,0.629819,0.118986,0.548407,3
2595,'2022/02/21 23:54:15:400',9,0.14541,0.661644,0.182094,0.614356,0.163016,0.546057,0.136643,0.649853,0.131671,0.644371,0.119118,0.559779,3
2596,'2022/02/21 23:54:15:500',9,0.149256,0.668439,0.184887,0.622243,0.167406,0.556032,0.143075,0.655867,0.138066,0.651602,0.126469,0.563109,3
2597,'2022/02/21 23:54:15:599',9,0.153853,0.679638,0.187052,0.637575,0.173054,0.57104,0.146305,0.666392,0.140983,0.66117,0.131762,0.573635,3
2598,'2022/02/21 23:54:15:699',9,0.155237,0.694048,0.185364,0.661602,0.166939,0.597913,0.144169,0.69648,0.139064,0.689771,0.125593,0.607644,3
2599,'2022/02/21 23:54:15:798',9,0.160049,0.71974,0.190949,0.685359,0.172968,0.624804,0.154387,0.718452,0.148443,0.713216,0.130725,0.631208,3
2600,'2022/02/21 23:54:15:891',9,0.160049,0.71974,0.190949,0.685359,0.172968,0.624804,0.154387,0.718452,0.148443,0.713216,0.130725,0.631208,3
2601,'2022/02/21 23:54:16:154',9,0.160049,0.71974,0.190949,0.685359,0.172968,0.624804,0.154387,0.718452,0.148443,0.713216,0.130725,0.631208,3
2602,'2022/02/21 23:54:16:278',9,0.160049,0.71974,0.190949,0.685359,0.172968,0.624804,0.154387,0.718452,0.148443,0.713216,0.130725,0.631208,3
2603,'2022/02/21 23:54:16:379',9,0.370649,0.683411,0.441378,0.673433,0.438686,0.608019,0.400549,0.67579,0.391029,0.668594,0.384068,0.652666,3
2604,'2022/02/21 23:54:16:453',9,0.370649,0.683411,0.441378,0.673433,0.438686,0.608019,0.400549,0.67579,0.391029,0.668594,0.384068,0.652666,3
2605,'2022/02/21 23:54:16:579',9,0.468488,0.63829,0.53241,0.66338,0.54859,0.592057,0.493807,0.654682,0.486617,0.655066,0.506388,0.564257,3
2606,'2022/02/21 23:54:16:656',9,0.485711,0.633721,0.561786,0.676626,0.574893,0.619363,0.524534,0.651438,0.521503,0.643866,0.549074,0.561045,3
2607,'2022/02/21 23:54:16:757',9,0.510475,0.629997,0.583491,0.677991,0.598287,0.630867,0.560043,0.653186,0.553602,0.639565,0.580609,0.565317,3
2608,'2022/02/21 23:54:16:849',9,0.52979,0.623839,0.605475,0.674853,0.615002,0.636495,0.582234,0.649446,0.578983,0.640205,0.605353,0.555887,3
2609,'2022/02/21 23:54:16:955',9,0.556042,0.620161,0.624876,0.669588,0.637605,0.62108,0.602455,0.646475,0.597427,0.633793,0.626411,0.554745,3
2610,'2022/02/21 23:54:17:053',9,0.578323,0.623698,0.640398,0.683992,0.661282,0.621437,0.616029,0.643598,0.613871,0.62815,0.647321,0.557079,3
2611,'2022/02/21 23:54:17:147',9,0.596069,0.620417,0.652489,0.685185,0.684246,0.621984,0.63137,0.640426,0.630478,0.622795,0.664705,0.550816,3
2612,'2022/02/21 23:54:17:247',9,0.613809,0.609791,0.672998,0.668796,0.704214,0.604775,0.650451,0.627422,0.647177,0.612063,0.683748,0.541674,3
2613,'2022/02/21 23:54:17:346',9,0.633094,0.603017,0.698478,0.657318,0.724172,0.583167,0.669602,0.623441,0.669025,0.606902,0.702473,0.532202,3
2614,'2022/02/21 23:54:17:445',9,0.65376,0.602262,0.72085,0.644146,0.743998,0.563614,0.691982,0.618472,0.691297,0.607906,0.720408,0.527955,3
2615,'2022/02/21 23:54:17:544',9,0.671399,0.599855,0.738134,0.62681,0.759287,0.536683,0.712134,0.614937,0.710167,0.608326,0.733596,0.52507,3
2616,'2022/02/21 23:54:17:644',9,0.685838,0.603875,0.750675,0.625844,0.767559,0.536629,0.725843,0.617938,0.72593,0.618031,0.7427,0.535476,3
2617,'2022/02/21 23:54:17:743',9,0.699378,0.610086,0.761493,0.632443,0.78057,0.542908,0.738622,0.634892,0.737235,0.632386,0.75314,0.547911,3
2618,'2022/02/21 23:54:17:844',9,0.710205,0.610108,0.772153,0.629218,0.79068,0.53892,0.747915,0.634238,0.746958,0.634381,0.761118,0.54456,3
2619,'2022/02/21 23:54:17:943',9,0.717481,0.600224,0.779187,0.613718,0.794812,0.522163,0.755092,0.625273,0.754609,0.623943,0.764465,0.5283,3
2620,'2022/02/21 23:54:18:042',9,0.714682,0.604439,0.77495,0.619847,0.790807,0.52678,0.752022,0.622932,0.751345,0.619415,0.763526,0.524645,3
2621,'2022/02/21 23:54:18:141',9,0.708178,0.62833,0.764728,0.650925,0.7848,0.561589,0.744158,0.644533,0.742188,0.64253,0.759589,0.548513,3
2622,'2022/02/21 23:54:18:240',9,0.709518,0.632109,0.766104,0.654944,0.787659,0.567801,0.745218,0.651941,0.746246,0.650218,0.76252,0.559217,3
2623,'2022/02/21 23:54:18:340',9,0.713378,0.599855,0.777912,0.603713,0.787676,0.513201,0.751998,0.620093,0.754579,0.625783,0.758981,0.520845,3
2624,'2022/02/21 23:54:18:432',9,0.711527,0.567665,0.775797,0.556486,0.777405,0.456886,0.754712,0.577169,0.754004,0.575859,0.74506,0.477256,3
2625,'2022/02/21 23:54:18:571',9,0.705545,0.546507,0.769681,0.519387,0.762289,0.421216,0.747874,0.540626,0.748999,0.542541,0.733782,0.446694,3
2626,'2022/02/21 23:54:18:665',9,0.702284,0.533445,0.763331,0.500844,0.754035,0.401704,0.74468,0.527501,0.744573,0.526613,0.727775,0.43417,3
2627,'2022/02/21 23:54:18:766',9,0.70566,0.540366,0.764519,0.512099,0.757234,0.411261,0.748791,0.533543,0.747259,0.530601,0.733165,0.439682,3
2628,'2022/02/21 23:54:18:865',9,0.711546,0.557885,0.774379,0.551432,0.777778,0.4505,0.756702,0.561313,0.752686,0.555548,0.747532,0.452411,3
2629,'2022/02/21 23:54:18:961',9,0.714961,0.599954,0.759238,0.592368,0.778905,0.534423,0.782418,0.531559,0.779145,0.529911,0.771611,0.542782,3
2630,'2022/02/21 23:54:19:082',9,0.716066,0.670427,0.755307,0.728339,0.784923,0.692075,0.745283,0.7024,0.747791,0.689618,0.784752,0.612787,3
2631,'2022/02/21 23:54:19:162',9,0.713259,0.681452,0.746565,0.76004,0.775225,0.722501,0.747492,0.726544,0.749097,0.715899,0.787431,0.653442,3
2632,'2022/02/21 23:54:19:261',9,0.719147,0.679946,0.747886,0.757242,0.750837,0.729784,0.747509,0.724092,0.754251,0.719419,0.790018,0.662091,3
2633,'2022/02/21 23:54:19:361',9,0.722383,0.665689,0.741838,0.747734,0.744921,0.728312,0.751828,0.719563,0.758802,0.710491,0.787733,0.664409,3
2634,'2022/02/21 23:54:19:461',9,0.727159,0.671639,0.726994,0.765139,0.743428,0.737597,0.748276,0.730808,0.756525,0.726288,0.780858,0.694164,3
2635,'2022/02/21 23:54:19:554',9,0.732271,0.67446,0.714616,0.768551,0.735625,0.769468,0.750358,0.734875,0.758931,0.726603,0.781785,0.70947,3
2636,'2022/02/21 23:54:19:654',9,0.739736,0.665782,0.717818,0.755426,0.744388,0.767441,0.762829,0.729106,0.769016,0.721067,0.789534,0.697043,3
2637,'2022/02/21 23:54:19:753',9,0.745004,0.657886,0.721461,0.744283,0.756462,0.76462,0.768679,0.714721,0.776223,0.70664,0.798202,0.688882,3
2638,'2022/02/21 23:54:19:851',9,0.743214,0.656877,0.716397,0.744502,0.755096,0.774016,0.764227,0.716214,0.775216,0.712005,0.795597,0.696702,3
2639,'2022/02/21 23:54:19:950',9,0.741686,0.657713,0.715736,0.742789,0.75427,0.771316,0.765022,0.706793,0.77171,0.700656,0.792153,0.692933,3
